App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
apache/commons-lang,HashCodeBuilderTest_1163e177137f5c57ce80092c0743209b28d33400.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\HashCodeBuilderTest_1163e177137f5c57ce80092c0743209b28d33400.java,,,,45,34,0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,0,45,0
apache/commons-lang,MultilineRecursiveToStringStyleTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MultilineRecursiveToStringStyleTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,,,,13,0,0,0,0,0,0,0,0,0,0,11,0,0,,,0,0,0,0,11,0
apache/commons-lang,RecursiveToStringStyleTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RecursiveToStringStyleTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,,,,10,6,0,0,0,0,0,0,0,0,0,8,0,0,,,0,0,0,0,8,0
apache/commons-lang,ReflectionToStringBuilderSummaryTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ReflectionToStringBuilderSummaryTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0
apache/commons-lang,ToStringBuilderTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ToStringBuilderTest_182b2506b304463f8f1a9ad765c6db0420fa356f.java,,,,99,58,1,0,0,0,0,0,0,0,0,64,0,0,,,5,1,0,0,94,0
apache/cxf,CacheAndWriteOutputStreamTest_3795fbc8740c882d8f276b6e9cbaf0cab107edef.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CacheAndWriteOutputStreamTest_3795fbc8740c882d8f276b6e9cbaf0cab107edef.java,,,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,1,0
apache/cxf,CachedOutputStreamTest_3795fbc8740c882d8f276b6e9cbaf0cab107edef.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CachedOutputStreamTest_3795fbc8740c882d8f276b6e9cbaf0cab107edef.java,,,,10,0,1,0,0,0,1,0,1,0,0,0,0,0,,,1,0,0,0,1,0
apache/dubbo,ExtensionLoaderTest_8c291f82c0813c12b1268b97060f0a26d17255ca.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ExtensionLoaderTest_8c291f82c0813c12b1268b97060f0a26d17255ca.java,,,,33,28,0,0,0,0,27,0,0,0,0,0,0,0,,,2,0,1,0,32,0
apache/dubbo,FstObjectInputTest_38c2151857ca5af1adbf739b82768ac2514824a5.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\FstObjectInputTest_38c2151857ca5af1adbf739b82768ac2514824a5.java,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/dubbo,InternalThreadLocalTest_a299844f54c933e2368305ce16fa896c5c990302.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\InternalThreadLocalTest_a299844f54c933e2368305ce16fa896c5c990302.java,,,,9,0,3,0,0,0,4,0,0,0,0,0,0,1,,,0,4,0,0,9,0
apache/dubbo,AnnotationUtilsTest_690d397f5e8da2968fe9fe65cd56e63aa81827d3.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AnnotationUtilsTest_690d397f5e8da2968fe9fe65cd56e63aa81827d3.java,,,,17,15,0,0,0,0,1,0,0,0,0,0,0,0,,,5,0,0,0,16,0
apache/dubbo,PojoUtilsTest_e6f169d0d424de440041f9447f406b7a48868c9b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\PojoUtilsTest_e6f169d0d424de440041f9447f406b7a48868c9b.java,,,,50,24,1,0,0,0,35,0,0,1,0,0,0,0,,,0,0,0,0,37,0
apache/dubbo,ServiceConfigTest_860a3f7d2f10ca92de73b427ebb7e1c006000c79.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ServiceConfigTest_860a3f7d2f10ca92de73b427ebb7e1c006000c79.java,,,,13,6,0,0,0,0,10,0,0,0,0,0,0,1,,,0,1,0,0,11,0
apache/dubbo,RegistryProtocolTest_a0f34086f2c7444fd4bcdf72f7ab577ec2e25fa6.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RegistryProtocolTest_a0f34086f2c7444fd4bcdf72f7ab577ec2e25fa6.java,,,,9,2,0,0,0,0,3,0,0,0,0,0,0,1,,,0,0,0,0,7,0
apache/dubbo,StickyTest_dabd428a2e91ed4a630d6a43af392da44c19d3d4.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\StickyTest_dabd428a2e91ed4a630d6a43af392da44c19d3d4.java,,,,7,0,2,0,0,0,0,6,0,2,0,0,0,0,,,0,0,0,0,6,0
apache/dubbo,AccessLogFilterTest_6810671ddeba01b845b9429ff3360cdd02d54dc9.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\AccessLogFilterTest_6810671ddeba01b845b9429ff3360cdd02d54dc9.java,,,,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,3,0
apache/dubbo,ExecuteLimitFilterTest_b2fc28a67a12d3beea70e5d5c4f8b1b9d54350c3.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ExecuteLimitFilterTest_b2fc28a67a12d3beea70e5d5c4f8b1b9d54350c3.java,,,,4,1,1,0,0,0,4,0,0,0,0,0,0,1,,,0,0,0,0,4,0
apache/dubbo,DubboProtocolTest_5ea6b33f2b270d83c37726750e1395f0972636c0.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\DubboProtocolTest_5ea6b33f2b270d83c37726750e1395f0972636c0.java,,,,8,5,3,0,0,0,7,0,0,3,0,2,0,0,,,0,1,0,0,7,0
apache/dubbo,ChangeTelnetHandlerTest_aa9f16e9eee8181b1619fd77c621d5fd57b27e82.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ChangeTelnetHandlerTest_aa9f16e9eee8181b1619fd77c621d5fd57b27e82.java,,,,11,0,0,0,0,0,7,4,0,0,0,0,0,0,,,0,0,0,0,7,0
apache/dubbo,PortTelnetHandlerTest_628ad777b963fb450873a5fd38eebf99002bbc68.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\PortTelnetHandlerTest_628ad777b963fb450873a5fd38eebf99002bbc68.java,,,,7,1,0,0,0,0,5,0,0,1,0,0,0,1,,,0,0,0,0,5,0
apache/dubbo,JavassistProxyFactoryTest_ba89f44f5aeddd2d06024232a15e355c2e8dc5cd.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JavassistProxyFactoryTest_ba89f44f5aeddd2d06024232a15e355c2e8dc5cd.java,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
apache/dubbo,JdkProxyFactoryTest_ba89f44f5aeddd2d06024232a15e355c2e8dc5cd.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JdkProxyFactoryTest_ba89f44f5aeddd2d06024232a15e355c2e8dc5cd.java,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
apache/dubbo,RpcContextTest_ba89f44f5aeddd2d06024232a15e355c2e8dc5cd.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RpcContextTest_ba89f44f5aeddd2d06024232a15e355c2e8dc5cd.java,,,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,2,0
apache/dubbo-admin,UrlUtilsTest_df24d399cc309e21f411ef8aebb8dc5606bc275c.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\UrlUtilsTest_df24d399cc309e21f411ef8aebb8dc5606bc275c.java,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/flink,SlotAllocationTest_92253f2e15090f5dac8cfc68c49727b62da23b8c.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\SlotAllocationTest_92253f2e15090f5dac8cfc68c49727b62da23b8c.java,,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,0
apache/flink,StreamingJobGraphGeneratorTest_92253f2e15090f5dac8cfc68c49727b62da23b8c.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\StreamingJobGraphGeneratorTest_92253f2e15090f5dac8cfc68c49727b62da23b8c.java,,,,25,15,3,0,0,0,6,0,0,0,0,0,0,0,,,0,0,0,0,20,0
apache/flink,ExpressionTest_d4ca6ea2b0061c758f49c1edef562348eb96c9d0.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ExpressionTest_d4ca6ea2b0061c758f49c1edef562348eb96c9d0.java,,,,12,3,0,0,0,0,0,0,0,0,1,2,0,0,,,0,2,0,0,11,0
apache/flink,HiveGenericUDFTest_525f164a0bb52c6c4ac608dc6b525e86d7121118.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\HiveGenericUDFTest_525f164a0bb52c6c4ac608dc6b525e86d7121118.java,,,,12,9,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,11,0
apache/hadoop,TestClientRedirect_73a0c313705ac622bdc1ec465fc03b86ff347d9b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestClientRedirect_73a0c313705ac622bdc1ec465fc03b86ff347d9b.java,,,,3,1,0,0,0,0,1,0,0,0,0,0,0,1,,,1,0,0,0,1,0
apache/hadoop,TestTaskProgressReporter_4ea60b5733a1afa880d1d509bc4e55b83da66dc3.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestTaskProgressReporter_4ea60b5733a1afa880d1d509bc4e55b83da66dc3.java,,,,7,0,2,0,0,0,6,0,1,0,0,0,0,1,,,0,0,0,1,6,0
apache/hadoop,TestJobHistoryEventHandler_ae894ecfcc46e40d9e2f535ac6acec50f8136fae.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestJobHistoryEventHandler_ae894ecfcc46e40d9e2f535ac6acec50f8136fae.java,,,,29,6,5,0,0,0,17,0,2,0,0,2,0,1,,,3,0,0,0,17,0
apache/hadoop,TestMetricsSystemImpl_f864ef742960b805b430841c3a1ccb9e11bcc77c.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestMetricsSystemImpl_f864ef742960b805b430841c3a1ccb9e11bcc77c.java,,,,15,8,2,0,0,0,6,0,0,0,0,0,0,0,,,2,0,0,0,13,0
apache/hadoop,TestGroupsCaching_d5467d299db3dddcbcd2f77a281d5fa82c4a9e4b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestGroupsCaching_d5467d299db3dddcbcd2f77a281d5fa82c4a9e4b.java,,,,18,11,5,0,0,0,16,0,0,0,0,0,0,2,,,10,1,0,0,16,0
apache/hbase,TestReplicationHFileCleaner_11222fc4df59569d4565bb487fd83820d0741d50.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestReplicationHFileCleaner_11222fc4df59569d4565bb487fd83820d0741d50.java,,,,7,2,1,0,0,0,3,1,0,0,0,0,0,0,,,2,0,0,0,3,0
apache/hbase,TestTaskMonitor_07a3ffdd97f22b7c1cf4dbfe23a029bec2b28336.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestTaskMonitor_07a3ffdd97f22b7c1cf4dbfe23a029bec2b28336.java,,,,8,6,3,0,0,0,6,0,0,0,0,1,0,1,,,2,0,0,0,8,0
apache/helix,TestClusterInfo_ed4d29621e27e22c4393623ed9e928a4fa2eb2a5.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestClusterInfo_ed4d29621e27e22c4393623ed9e928a4fa2eb2a5.java,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
apache/helix,TestClusterTopology_ed4d29621e27e22c4393623ed9e928a4fa2eb2a5.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestClusterTopology_ed4d29621e27e22c4393623ed9e928a4fa2eb2a5.java,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
apache/helix,TestStoppableCheck_ed4d29621e27e22c4393623ed9e928a4fa2eb2a5.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestStoppableCheck_ed4d29621e27e22c4393623ed9e928a4fa2eb2a5.java,,,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/hive,TestStandardObjectInspectors_b5c4ba9cc583ae8e8f38813b5f44de59fb91018b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestStandardObjectInspectors_b5c4ba9cc583ae8e8f38813b5f44de59fb91018b.java,,,,9,3,1,0,0,0,6,0,0,0,0,1,0,0,,,2,3,0,0,6,0
apache/ignite-3,CliConfigSubCommandTest_77761fb7c1f7b7c669ea8525741bb4d10a72f030.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CliConfigSubCommandTest_77761fb7c1f7b7c669ea8525741bb4d10a72f030.java,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
apache/ignite-3,ConfigurationAsmGeneratorTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ConfigurationAsmGeneratorTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,14,0,0,0
apache/ignite-3,RocksDbSortedIndexStorageTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RocksDbSortedIndexStorageTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
apache/ignite-3,RocksDbMvPartitionStorageTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RocksDbMvPartitionStorageTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
apache/ignite-3,RocksDbStorageEngineTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RocksDbStorageEngineTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0
apache/ignite-3,TableManagerTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TableManagerTest_19c8a824bd9d31f0d0dbd3fbbdd2a32ee360cab2.java,,,,17,8,2,0,0,0,7,0,0,0,0,0,0,0,,,0,1,0,0,9,0
apache/incubator-hugegraph-toolchain,IndexLabelTest_1c47673eb9511d3eff0d0901012a69d7a0148cdc.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\IndexLabelTest_1c47673eb9511d3eff0d0901012a69d7a0148cdc.java,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,0
apache/incubator-ratis,TestRetryCacheMetrics_04ff37ef6fdef100cb7a424ba9f7b438aec2c9ba.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestRetryCacheMetrics_04ff37ef6fdef100cb7a424ba9f7b438aec2c9ba.java,,,,6,0,0,0,0,0,0,2,0,0,0,0,0,0,,,0,2,0,0,2,0
apache/incubator-ratis,TestLeaderElectionMetrics_04ff37ef6fdef100cb7a424ba9f7b438aec2c9ba.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestLeaderElectionMetrics_04ff37ef6fdef100cb7a424ba9f7b438aec2c9ba.java,,,,3,1,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/incubator-shardingsphere,ShardingSphereDataSourceMetaDataTest_a0ffcf02c29e5259f0bdbf5a6f8a5e089c48a751.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\ShardingSphereDataSourceMetaDataTest_a0ffcf02c29e5259f0bdbf5a6f8a5e089c48a751.java,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/incubator-shardingsphere,MasterSlaveDataSourceTest_d517e5ec3168ddd3f174d04f852de4f523d60bed.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\MasterSlaveDataSourceTest_d517e5ec3168ddd3f174d04f852de4f523d60bed.java,,,,5,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,3,0
apache/incubator-shardingsphere,EncryptPreparedStatementTest_a0ffcf02c29e5259f0bdbf5a6f8a5e089c48a751.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\EncryptPreparedStatementTest_a0ffcf02c29e5259f0bdbf5a6f8a5e089c48a751.java,,,,10,4,1,0,0,0,9,0,0,0,0,0,0,0,,,1,0,0,0,9,0
apache/incubator-shardingsphere,EncryptStatementTest_a0ffcf02c29e5259f0bdbf5a6f8a5e089c48a751.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\EncryptStatementTest_a0ffcf02c29e5259f0bdbf5a6f8a5e089c48a751.java,,,,11,6,3,0,0,0,10,0,0,0,0,0,0,0,,,1,0,0,0,10,0
apache/incubator-shenyu,GsonUtilsTest_d64041cadf8dbac65b9cb7958164e5a6671d2ce8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\GsonUtilsTest_d64041cadf8dbac65b9cb7958164e5a6671d2ce8.java,,,,13,7,3,0,0,0,0,0,0,0,0,1,0,0,,,0,2,0,0,14,0
apache/incubator-shenyu,JsonUtilsTest_d64041cadf8dbac65b9cb7958164e5a6671d2ce8.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\JsonUtilsTest_d64041cadf8dbac65b9cb7958164e5a6671d2ce8.java,,,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,4,0
apache/incubator-streampipes,XmlTest_0d9712477bbcbf007dc2f7c53c23a311efee4d26.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\XmlTest_0d9712477bbcbf007dc2f7c53c23a311efee4d26.java,,,,9,2,0,0,0,0,3,0,0,0,0,0,0,0,,,0,0,0,0,3,0
apache/iotdb,IoTDBInterpreterTest_14505c175a8c1e98535757027f36210b07de213c.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\IoTDBInterpreterTest_14505c175a8c1e98535757027f36210b07de213c.java,,,,19,12,1,0,0,0,0,3,0,1,0,0,0,0,,,1,1,1,0,15,0
apache/jackrabbit-oak,RandomizedClusterTest_1cbccf4e70f6f35820f9c5092d04a0ca5825a7ab.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\RandomizedClusterTest_1cbccf4e70f6f35820f9c5092d04a0ca5825a7ab.java,,,,12,1,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
apache/kylin,DefaultAssignerTest_50d1a71136010866551780d701ab3d4d6606593b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\DefaultAssignerTest_50d1a71136010866551780d701ab3d4d6606593b.java,,,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,2,0
apache/kylin,CoordinatorTest_9ca3dfec2702aace60cf2ed395b2ffc94faedb54.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CoordinatorTest_9ca3dfec2702aace60cf2ed395b2ffc94faedb54.java,,,,10,2,0,0,0,0,3,3,0,2,0,0,0,0,,,0,1,0,0,3,0
apache/nifi,CompositeUserGroupProviderTest_a5581562bf0bb86caee78181cc116b0bd6f240a4.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\CompositeUserGroupProviderTest_a5581562bf0bb86caee78181cc116b0bd6f240a4.java,,,,8,4,0,0,0,0,8,0,0,0,1,0,0,0,,,1,0,0,0,8,0
apache/nifi,TestJsonEntitySerializer_65201ab88b16ce7c232f0b47230be7e33c43cbf7.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestJsonEntitySerializer_65201ab88b16ce7c232f0b47230be7e33c43cbf7.java,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/nifi,BulletinMergerTest_dafa03a21a7a9b017e621c4319a058ea9b291951.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\BulletinMergerTest_dafa03a21a7a9b017e621c4319a058ea9b291951.java,,,,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,1,0
apache/nifi,TestFetchHBaseRow_0ade040b76f232ecd394b1ed93c8d2c9134768bb.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestFetchHBaseRow_0ade040b76f232ecd394b1ed93c8d2c9134768bb.java,,,,15,0,0,0,0,0,0,14,0,0,0,0,0,0,,,0,0,0,0,14,0
apache/nifi,TestHBase_1_1_2_ClientService_747b5d4d9e933f6ced31c8735f7e8eb791449a71.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestHBase_1_1_2_ClientService_747b5d4d9e933f6ced31c8735f7e8eb791449a71.java,,,,13,2,0,0,0,0,7,0,0,0,0,0,0,0,,,0,0,0,0,7,0
apache/nifi,TestHBase_2_ClientService_531a9de28f1af5620ca9c1a9106a91001e11415b.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestHBase_2_ClientService_531a9de28f1af5620ca9c1a9106a91001e11415b.java,,,,13,2,0,0,0,0,7,0,0,0,0,0,0,0,,,0,0,0,0,7,0
apache/nifi,TestScanHBase_ce18b63db0b86035d523e46e744c1fae512f3452.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestScanHBase_ce18b63db0b86035d523e46e744c1fae512f3452.java,,,,13,0,3,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,12,0
apache/nifi,TestJsonTreeRowRecordReader_3a7ec5d5429606eb6e15592aedc97434f080fd13.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestJsonTreeRowRecordReader_3a7ec5d5429606eb6e15592aedc97434f080fd13.java,,,,47,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,43,0,0,0
apache/nifi,TestCompareFuzzyHash_1bd4169558c6825bf9f804bf9a48fc91c3d3da4a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestCompareFuzzyHash_1bd4169558c6825bf9f804bf9a48fc91c3d3da4a.java,,,,14,3,1,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,0,13,0
apache/nifi,TestQuerySolr_43a8b858ca2837554a36c121af3680e0d4eecd9e.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestQuerySolr_43a8b858ca2837554a36c121af3680e0d4eecd9e.java,,,,22,6,1,0,0,0,4,0,0,0,0,1,0,0,,,2,0,0,0,17,0
apache/nifi,TestPutSplunkHTTP_a3c895341c973ddcdc9115259da7cf7390f8aeb2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestPutSplunkHTTP_a3c895341c973ddcdc9115259da7cf7390f8aeb2.java,,,,12,4,0,0,0,0,6,5,0,0,0,0,0,0,,,0,0,0,0,6,0
apache/nifi,TestGenerateTableFetch_b0ab364f61612b48d7ccddad010be97b759379c2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestGenerateTableFetch_b0ab364f61612b48d7ccddad010be97b759379c2.java,,,,27,18,2,0,0,0,24,24,0,0,0,0,0,0,,,12,0,0,0,24,0
apache/nifi,TestMergeContent_ab8e9aa8df6e06fa0452c944a55e10cce39a8395.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestMergeContent_ab8e9aa8df6e06fa0452c944a55e10cce39a8395.java,,,,39,12,8,0,0,0,26,0,0,0,0,2,0,3,,,0,0,0,7,35,0
apache/nifi,TestParseCEF_fa1ea87a83f369a54a8b19e89b2c8dd8946ba6c2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestParseCEF_fa1ea87a83f369a54a8b19e89b2c8dd8946ba6c2.java,,,,11,4,1,0,0,0,8,0,0,0,0,0,0,0,,,0,0,0,0,11,0
apache/nifi,TestPartitionRecord_2a45d4ac8928194e351faee1067ddce07a155ad0.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestPartitionRecord_2a45d4ac8928194e351faee1067ddce07a155ad0.java,,,,9,5,1,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,8,0
apache/nifi,TestSegmentContent_4725ca36badd2cb9e11afda2bb3643a7bfb4cab6.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestSegmentContent_4725ca36badd2cb9e11afda2bb3643a7bfb4cab6.java,,,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/nifi,TestWaitNotifyProtocol_0f8a04f8d993b8d6016293ca3c26b75597e2ee30.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestWaitNotifyProtocol_0f8a04f8d993b8d6016293ca3c26b75597e2ee30.java,,,,9,7,0,0,0,0,8,0,0,0,0,0,0,0,,,3,0,0,0,8,0
apache/nifi,TestAzureLogAnalyticsProvenanceReportingTask_209ca78abcb78d2f9f9c47abfcd9f318182ac0a2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestAzureLogAnalyticsProvenanceReportingTask_209ca78abcb78d2f9f9c47abfcd9f318182ac0a2.java,,,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,,,0,0,0,0,3,0
apache/nifi,TestPrometheusRecordSink_209ca78abcb78d2f9f9c47abfcd9f318182ac0a2.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestPrometheusRecordSink_209ca78abcb78d2f9f9c47abfcd9f318182ac0a2.java,,,,4,1,0,0,0,0,2,0,0,0,0,0,0,0,,,0,0,0,0,2,0
apache/nifi,TestDataTypeUtils_7823156606ca541ef9cae7192b092efd2cfe4e9a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestDataTypeUtils_7823156606ca541ef9cae7192b092efd2cfe4e9a.java,,,,71,29,5,0,0,0,1,0,0,0,1,3,0,0,,,5,21,3,0,64,0
apache/nifi,TestMapRecord_7823156606ca541ef9cae7192b092efd2cfe4e9a.java,C:\Users\thali\Desktop\test-smells-and-flaky-test\output\flakiness\TestMapRecord_7823156606ca541ef9cae7192b092efd2cfe4e9a.java,,,,11,9,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10,0
